elapsed_s,q_w,q_x,q_y,q_z,wheel_cmd,wheel_rpm,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,earth_mag_x,earth_mag_y,earth_mag_z,gps_x,gps_y,gps_z
0.8636870384216309,0.009964999742805958,0.937736988067627,-0.34720200300216675,0.0003499999875202775,-9.0,0.0,0.2290000021457672,0.04699999839067459,-0.314300000667572,-0.0004569999873638153,0.00010800000018207356,0.0013559999642893672,34.31357643712186,5.951867006470189,-8.474531608759447,-6654.361010355675,999.4475270642232,-272.0926446440765
0.945277214050293,0.01001800037920475,0.9377440214157104,-0.3471820056438446,0.00035099999513477087,-8.0,0.0,0.2167000025510788,0.03720000013709068,-0.30489999055862427,-0.0004020000051241368,0.0010499999625608325,-0.00012700000661425292,34.31357643712186,5.951867006470189,-8.474531608759447,-6654.361010355675,999.4475270642232,-272.0926446440765
1.0228073596954346,0.009979999624192715,0.9377229809761047,-0.34724000096321106,0.0003549999964889139,-9.0,-207.3828287017835,0.22200000286102295,0.03240000084042549,-0.310699999332428,0.0007120000082068145,0.0012080000014975667,0.001943000010214746,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.101412057876587,0.009957999922335148,0.9376659989356995,-0.34739500284194946,0.0003699999942909926,-9.0,-261.5062761506276,0.23589999973773956,0.050700001418590546,-0.3095000088214874,-0.0028089999686926603,-0.000754999986384064,-7.599999662488699e-05,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.1765155792236328,0.010006999596953392,0.9376329779624939,-0.34748199582099915,0.00035700001171790063,-9.0,-344.5899379738112,0.22920000553131104,0.0414000004529953,-0.31040000915527344,-0.0014280000468716025,-0.0003020000003743917,0.00014899999951012433,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.2638943195343018,0.009947000071406364,0.9375939965248108,-0.34758999943733215,0.00036700000055134296,-9.0,-398.1948500132732,0.24449999630451202,0.039400000125169754,-0.32420000433921814,0.0028719999827444553,-0.0002010000025620684,0.00039400000241585076,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.3456435203552246,0.009968000464141369,0.9375630021095276,-0.3476729989051819,0.00035799999022856355,-9.0,-470.7359171504786,0.2167000025510788,0.0348999984562397,-0.3028999865055084,-0.0012730000307783484,0.0006689999718219042,4.199999966658652e-05,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.4496376514434814,0.009960000403225422,0.9375119805335999,-0.3478100001811981,0.000371000001905486,-9.0,-539.4713181082539,0.23350000381469727,0.042500000447034836,-0.31150001287460327,-4.3000000005122274e-05,0.00056900002527982,0.0009270000155083835,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.5270819664001465,0.009933999739587307,0.9374420046806335,-0.3479990065097809,0.00036899998667649925,-9.0,-580.7200929152148,0.225600004196167,0.05380000174045563,-0.3050999939441681,-0.00044100001105107367,-3.000000106112566e-06,-0.0001449999981559813,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.6206400394439697,0.009964999742805958,0.9373970031738281,-0.34811899065971375,0.00036299999919719994,-9.0,-610.9979633401222,0.23759999871253967,0.04390000179409981,-0.3156000077724457,-0.002111000008881092,0.0009609999833628535,0.0007580000092275441,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.7145907878875732,0.009909999556839466,0.937345027923584,-0.3482620120048523,0.0003800000122282654,-9.0,-651.3243595310465,0.22869999706745148,0.045099999755620956,-0.30790001153945923,0.001193000003695488,-0.0006849999772384763,5.8000001445179805e-05,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.8142917156219482,0.009952000342309475,0.9372789859771729,-0.3484390079975128,0.0003539999888744205,-9.0,-700.2147325179722,0.22930000722408295,0.04879999905824661,-0.3043000102043152,-0.00048499999684281647,-0.00010199999815085903,-0.000522000016644597,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.9018425941467285,0.009871000424027443,0.9372239708900452,-0.3485890030860901,0.00037200000951997936,-9.0,-729.3946024799417,0.21649999916553497,0.03970000147819519,-0.30160000920295715,0.00013600000238511711,-0.0006639999919570982,0.0003539999888744205,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
1.9767177104949951,0.009903999976813793,0.9371820092201233,-0.34870100021362305,0.0003659999929368496,-9.0,-755.6675062972292,0.22349999845027924,0.05350000038743019,-0.30649998784065247,0.0003809999907389283,-0.0011309999972581863,0.00108299998100847,34.308421306159495,5.952806671328176,-8.426702696134624,-6655.347904805411,993.7960731741211,-269.03611976125615
2.0639259815216064,0.009921999648213387,0.9371359944343567,-0.3488219976425171,0.00036700000055134296,-9.0,-779.2207792207793,0.2248000055551529,0.05270000174641609,-0.3073999881744385,0.0011360000353306532,3.9999998989515007e-05,0.00021800000104121864,34.3026293933552,5.953857417643259,-8.373438631936576,-6656.4452122156445,987.4616882031024,-265.6396475868819
2.1455562114715576,0.0098860003054142,0.9370959997177124,-0.3489310145378113,0.00036899998667649925,-9.0,-804.9369466058492,0.22519999742507935,0.04450000077486038,-0.30239999294281006,-0.0010920000495389104,-0.00024900000425986946,-0.00044100001105107367,34.3026293933552,5.953857417643259,-8.373438631936576,-6656.4452122156445,987.4616882031024,-265.6396475868819
2.239567756652832,0.00991899985820055,0.9370549917221069,-0.3490409851074219,0.00035799999022856355,-9.0,-816.9934640522875,0.21619999408721924,0.037700001150369644,-0.3059999942779541,-0.0009970000246539712,1.8000000636675395e-05,-0.0005939999828115106,34.3026293933552,5.953857417643259,-8.373438631936576,-6656.4452122156445,987.4616882031024,-265.6396475868819
2.3207194805145264,0.0098860003054142,0.9370049834251404,-0.34917598962783813,0.00035700001171790063,-9.0,-833.3333333333334,0.22210000455379486,0.03610000014305115,-0.3021000027656555,5.400000009103678e-05,-0.0011320000048726797,0.0017079999670386314,34.3026293933552,5.953857417643259,-8.373438631936576,-6656.4452122156445,987.4616882031024,-265.6396475868819
2.401784658432007,0.009908000007271767,0.9369850158691406,-0.34922900795936584,0.0003549999964889139,-9.0,-852.7572484366117,0.22660000622272491,0.0478999987244606,-0.3034999966621399,-0.0015920000150799751,0.0012829999905079603,0.00012399999832268804,34.3026293933552,5.953857417643259,-8.373438631936576,-6656.4452122156445,987.4616882031024,-265.6396475868819
2.476916551589966,0.009901000186800957,0.9369540214538574,-0.34931400418281555,0.0003370000049471855,-9.0,-865.8008658008657,0.22139999270439148,0.04340000078082085,-0.29899999499320984,-0.00023799999326001853,-0.0002610000083222985,0.00033400001120753586,34.3026293933552,5.953857417643259,-8.373438631936576,-6656.4452122156445,987.4616882031024,-265.6396475868819
2.551563262939453,0.009875000454485416,0.9369320273399353,-0.3493709862232208,0.0003600000054575503,-9.0,-889.4159501927069,0.22529999911785126,0.05040000006556511,-0.301800012588501,-0.0014009999576956034,0.00022699999681208283,0.0007409999961964786,34.3026293933552,5.953857417643259,-8.373438631936576,-6656.4452122156445,987.4616882031024,-265.6396475868819
2.6266584396362305,0.00989499967545271,0.9369140267372131,-0.3494200110435486,0.00036299999919719994,-9.0,-899.5502248875563,0.21310000121593475,0.048500001430511475,-0.2969000041484833,-0.000826000003144145,0.0008629999938420951,0.0010400000028312206,34.3026293933552,5.953857417643259,-8.373438631936576,-6656.4452122156445,987.4616882031024,-265.6396475868819
